Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
46.101,0.192249447333406,0.029922274311957
46.201,0.192250149544805,0.0296412297315749
46.3,0.192239030896434,0.0295465734053883
46.4,0.192244356224051,0.0298522612208858
46.5,0.192259395089031,0.0294462646187933
46.6,0.19224950585112,0.0297484453375298
46.701,0.192247691793686,0.0300191189077894
46.8,0.192251788028096,0.030271769026603
46.901,0.192256293785145,0.0304968850868412
47,0.192279113530305,0.0320438761700266
47.101,0.192271507249514,0.0336481797427439
47.2,0.192284028197872,0.0371897163205099
47.301,0.19225840033663,0.0412570902997291
47.401,0.192263022965936,0.0446569423494265
47.5,0.192338666159459,0.038089073236297
47.601,0.192338373706341,0.0391689609257126
47.7,0.192351241222925,0.0417436821567049
47.801,0.192321820134898,0.0430795194959275
47.901,0.192250091027287,0.0437213334654834
48,0.192161767789537,0.0436484535808544
48.1,0.192140105131646,0.0438890362163491
48.2,0.192049915386599,0.0437946058322255
48.301,0.1920114254413,0.0437707093842446
48.401,0.191962437731969,0.0448562704646742
48.501,0.191915665071927,0.0448748259049548
48.6,0.191887994673976,0.045272673877296
48.701,0.191903120089278,0.045483156222936
48.8,0.191851993734754,0.0453709708954966
48.901,0.191735853454694,0.0442944691807002
49.001,0.191524508875496,0.0434104250151965
49.1,0.191345917123936,0.0445113468679617
49.201,0.191154093599902,0.0431611804750519
49.301,0.191009083553636,0.0426256085000555
49.4,0.190771224245168,0.042587850380126
49.5,0.190419845341813,0.0372848829956592
49.6,0.189956567404236,0.0339258750808288
49.701,0.189451128262674,0.0335017536854416
49.801,0.188871265681151,0.033104493652675
49.9,0.188353417808119,0.0326645449991271
50.001,0.187543554941246,0.0321689679660383
50.101,0.186690592960652,0.0321126143438992
50.201,0.185392718303605,0.0331010951480461
50.3,0.183391671021342,0.032716853455062
50.4,0.181655388029092,0.0323711677268522
50.5,0.18056966107295,0.0323144704428217
50.6,0.179795070844559,0.0331971384308949
50.7,0.179164875184842,0.0329880660239427
50.8,0.177863318309313,0.0320470357443555
50.901,0.176134430194667,0.0321003504653765
51.001,0.174200444890362,0.0321318766958919
51.1,0.17240136310366,0.0322646478362929
51.2,0.170457560700604,0.0320122632751888
51.301,0.168598532022079,0.0317025629878721
51.4,0.16699999251497,0.0315024999008015
51.499,0.165576968507096,0.0317376747730517
51.6,0.164283147340194,0.0315838170587407
51.701,0.163138844240113,0.0312086526463415
51.8,0.161975275891106,0.0310104820988001
51.901,0.16094084316916,0.0312979232537879
52.001,0.159861862243626,0.0305326464624343
52.1,0.158891425193432,0.0303745370335088
52.2,0.15800405058099,0.0303663876679463
52.301,0.15723627921062,0.0303819436507936
52.4,0.156532456698284,0.0305149553497953
52.501,0.155905644541819,0.0303841652839106
52.6,0.155326647745968,0.0305841870907173
52.701,0.154710002908668,0.0305175359424708
52.8,0.154050949364163,0.0303044551180185
52.9,0.153365372558476,0.030261361502748
53,0.152622549120371,0.0301895263295071
53.101,0.151861128996198,0.030239791665949
53.2,0.151092297950624,0.0303037126438329
53.3,0.150359269750821,0.0302323502228986
53.4,0.149650542932527,0.0302409077244715
53.5,0.148984210572799,0.0302293731327661
53.601,0.148333694756114,0.0302245347358731
53.7,0.147686864683356,0.0301999586092432
53.8,0.147050654537816,0.0302304895759232
53.901,0.146425356410698,0.0301522387228544
54.001,0.145841969268109,0.0301134106338023
54.1,0.145288841622473,0.0300835087714183
54.201,0.144805326214197,0.0301887810287199
54.3,0.144358304229442,0.030172006893808
54.4,0.143954602218894,0.0302211846227113
54.5,0.143568572466261,0.0301865450159504
54.6,0.143144489939362,0.0302021936289403
54.701,0.142712210409621,0.0301201344618513
54.8,0.142261300078412,0.0302044284832539
54.9,0.14181760292714,0.0302014486407523
55,0.141403624423138,0.0301354442475965
55.1,0.141006622184917,0.0301350709307279
55.199,0.14063081987957,0.030187290371943
55.3,0.140257219065544,0.0301570887189065
55.4,0.139864201996079,0.0302654505996524
55.5,0.139462494958322,0.0301828179598923
55.6,0.139046682808329,0.0302535535102903
55.7,0.138649098446402,0.0302029385987523
55.8,0.138259402935207,0.0301958606434723
55.9,0.137870972289311,0.0302033110767677
56,0.137476125199978,0.030219695564317
56.101,0.137073657206627,0.0301679051311157
56.2,0.136708439754099,0.0301384306160755
56.3,0.136353877832645,0.0301649216806542
56.4,0.135991194567884,0.0302561563983266
56.5,0.135650516032929,0.0301753624667542
56.6,0.13527156020391,0.0302048009428965
56.7,0.134908135410731,0.0301656675709324
56.801,0.134521568902537,0.0301954880735517
56.9,0.134150242265901,0.030168650947631
57,0.133755682122293,0.0302342107553678
57.1,0.133363666341324,0.0301376840516985
57.2,0.132975063451761,0.0301600729442089
57.3,0.132609926099067,0.0301511193822054
57.4,0.132267938291938,0.0302423957384332
57.5,0.131951496770594,0.0301399236893526
57.601,0.131638140369727,0.0302148556177255
57.7,0.131321723260091,0.0301925073486784
57.8,0.131009780169268,0.0302122491714867
57.9,0.130724031838067,0.0302658223083398
58.001,0.130429808709512,0.0302290009758841
58.101,0.130133796532646,0.0302115044312593
58.201,0.129840142097889,0.0301208814612056
58.3,0.129530363235807,0.030174989643743
58.401,0.129223585308565,0.0302739987447975
58.5,0.128927072409172,0.0301757352851592
58.601,0.12863232486432,0.0301902716118951
58.701,0.128340406731473,0.0301656675709324
58.801,0.128045802352127,0.0301201344618513
58.9,0.127744001816132,0.0301958606434723
59.001,0.127446165105114,0.0301999586092432
59.1,0.127146392005436,0.0301537311124179
59.2,0.126854424439986,0.0301093008885959
59.3,0.126570938607565,0.0301939977478968
59.4,0.126280313192516,0.0302014486407523
59.5,0.126010356717216,0.0302044284832539
59.6,0.125737315463628,0.0301611919525738
59.701,0.125465204339689,0.0302156002753545
59.801,0.125197264347109,0.0301835634079212
59.901,0.124951620637749,0.0302617332616623
60,0.124696200824243,0.03025801546698
60.1,0.124441974429852,0.0302468593410952
60.2,0.124185415810392,0.0301518656139218
60.301,0.123912348052968,0.0301917621214794
60.4,0.123630305750653,0.0302992574166431
60.501,0.12334278454778,0.0301884083714263
60.601,0.123046637499771,0.0301869176962472
60.7,0.122725486350635,0.0302055458484034
60.801,0.122413234578619,0.0301824452289737
60.9,0.122106357328355,0.0301854269474526
61.001,0.121807481297332,0.0302345828481228
61.101,0.121522683067813,0.0302595026396668
61.2,0.121238793296535,0.0301163991871538
61.3,0.120967536967568,0.0301757352851592
61.4,0.120710676826866,0.0302936874612517
61.5,0.120452334971141,0.0302409077244715
61.601,0.120190910638035,0.0302293731327661
61.7,0.119926008438537,0.0301578348029165
61.8,0.119664656436226,0.0302100148957262
61.899,0.119398963563341,0.0302483470622776
62.001,0.119134377909989,0.0301656675709324
62.101,0.118869487253879,0.0302219291243957
62.2,0.118581332847966,0.0301593269155663
62.3,0.118303412883991,0.0301313375076514
62.401,0.118014257613222,0.0302044284832539
62.5,0.117743025271139,0.0302799438572795
62.6,0.117465707761883,0.0301995860898788
62.7,0.117200309299933,0.0301574617632187
62.8,0.116937579502913,0.0301708882865586
62.9,0.116684381988336,0.0302565282211955
63.001,0.116436624392843,0.0301895263295071
63.1,0.116183497106947,0.0301529849268692
63.2,0.115925838362291,0.0301787176665941
63.3,0.115663520610433,0.0301638028106537
63.401,0.115411134644799,0.0302464873993659
63.5,0.115151747707102,0.0301619379350863
63.6,0.114895495995274,0.0302167172273892
63.701,0.114634844179246,0.0301470147775862
63.801,0.114384909406792,0.0302185787223688
63.901,0.114140735497893,0.0301958606434723
64.001,0.113906013888644,0.0302654505996524
64.101,0.113668036404259,0.0301503731320194
64.2,0.11343868387812,0.0301451488634573
64.3,0.11319813381854,0.030132084229273
64.401,0.112967827278389,0.0301212549539358
64.5,0.112731362095914,0.030261361502748
64.6,0.112491199655795,0.0302345828481228
64.7,0.112247216001111,0.0302297452850665
64.8,0.111996975405589,0.0302554127388803
64.901,0.111758053401086,0.0302115044312593
65.001,0.111520838859829,0.0301999586092432
65.1,0.111279681433764,0.0301910168758854
65.201,0.11103384619115,0.0301369374688272
65.3,0.110801579411126,0.0302208123649911
65.4,0.110577269364006,0.0302260235558699
65.501,0.110350260534355,0.0301679051311157
65.6,0.110123907486068,0.0302929447231529
65.7,0.109916331816523,0.0301626838991493
